Order Priority,Discount offered,Unit Price,Freight Expenses,Freight Mode,Segment,Product Type,Product Sub-Category,Product Container,State,City,Region,Country,Order Date,Ship Date,Profit,QtyOrdered,Sales
High,0.09,1.98,4.77,Regular Air,Stand Alone Restaurants,Processed Meat,Bacon,Small Box,Andhra Pradesh,Eluru,South,India,2012-04-09,2012-04-09,-115.71300000000001,8,16.74
Not Specified,0.05,35.99,1.1,Regular Air,Stand Alone Restaurants,Canned Foods,Quail Eggs,Small Box,Andhra Pradesh,Eluru,South,India,2012-04-09,2012-04-10,210.55349999999996,10,305.15
High,0.01,5.81,3.37,Regular Air,Stand Alone Restaurants,Processed Meat,Tuna,Wrap Bag,Karnataka,Chitradurga,South,India,2012-04-09,2012-04-12,-269.48879999999997,7,41.65
High,0.02,40.98,7.2,Express Air,Hotels / Hospitals,Processed Meat,Jelly Fish,Small Box,Tamil Nadu,Dindigul,South,India,2012-04-10,2012-04-12,67.98,4,173.29
High,0.05,2.88,1.49,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Tamil Nadu,Dindigul,South,India,2012-04-10,2012-04-11,1.071,4,11.86
High,0.01,48.58,54.11,Delivery Truck,Restaurant Chain,Preserved Food,Pickle,Jumbo Box,Uttar Pradesh,Baghpat,North,India,2012-04-11,2012-04-13,-1414.41,40,2041.6
High,0.04,105.98,13.99,Express Air,Restaurant Chain,Preserved Food,Marmalade,Medium Box,Uttar Pradesh,Baghpat,North,India,2012-04-11,2012-04-14,950.68,40,4135.88
High,0.09,7.04,2.17,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Wrap Bag,Uttar Pradesh,Baghpat,North,India,2012-04-11,2012-04-12,-5.41,4,28.05
High,0.08,17.67,8.99,Regular Air,Restaurant Chain,Preserved Food,Marmalade,Small Pack,Madhya Pradesh,Rewa,West,India,2012-04-11,2012-04-12,35.08,46,795.27
Medium,0.01,65.99,3.99,Regular Air,Restaurant Chain,Canned Foods,Quail Eggs,Small Box,Maharashtra,Kolhapur,West,India,2012-04-11,2012-04-13,459.79529999999994,12,666.37
High,0.0001,7.08,2.35,Regular Air,Personel Usage,Processed Meat,Foie Gras,Wrap Bag,Rajasthan,Kota,West,India,2012-04-15,2012-04-19,-99.946,14,107.72
Low,0.0001,145.98,51.92,Delivery Truck,Personel Usage,Preserved Food,Jams,Jumbo Box,Rajasthan,Kota,West,India,2012-04-15,2012-04-15,-318.15,13,1987.71
High,0.09,2.1,0.7,Regular Air,Hotels / Hospitals,Processed Meat,Foie Gras,Wrap Bag,Madhya Pradesh,Balaghat,West,India,2012-04-15,2012-04-16,493.95599999999996,5,10.05
High,0.09,15.67,1.39,Regular Air,Stand Alone Restaurants,Processed Meat,Caviar,Small Box,Karnataka,Chitradurga,South,India,2012-04-15,2012-04-16,-1.3201999999999998,13,187.23
High,0.0001,2.88,0.7,Regular Air,Stand Alone Restaurants,Processed Meat,Foie Gras,Wrap Bag,Karnataka,Chitradurga,South,India,2012-04-15,2012-04-17,-56.35,6,17.48
High,0.08,6.48,5.86,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,West Bengal,Ghatal,East,India,2012-04-15,2012-04-16,-14.59,1,7.79
Medium,0.09,107.53,5.81,Regular Air,Restaurant Chain,Preserved Food,Marmalade,Medium Box,Madhya Pradesh,Rewa,West,India,2012-04-16,2012-04-18,1116.98,44,4348.55
Medium,0.09,107.53,5.81,Regular Air,Restaurant Chain,Preserved Food,Marmalade,Medium Box,Chhattisgarh,Raigarh,North,India,2012-04-16,2012-04-18,750.1266,11,1087.14
High,0.04,2.6,2.4,Regular Air,Hotels / Hospitals,Processed Meat,Foie Gras,Wrap Bag,Andhra Pradesh,Ongole,South,India,2012-04-17,2012-04-19,-256.56399999999996,2,5.59
Not Specified,0.01,200.99,4.2,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Box,Madhya Pradesh,Betul,West,India,2012-04-17,2012-04-20,1071.3216,9,1552.64
High,0.05,2.6,2.4,Express Air,Hotels / Hospitals,Processed Meat,Foie Gras,Wrap Bag,Orissa,Bhubaneshwar,East,India,2012-04-19,2012-04-20,97.69800000000001,12,33.14
Low,0.04,27.42,19.46,Regular Air,Hotels / Hospitals,Preserved Food,Marmalade,Small Box,Bihar,Ara,North,India,2012-04-20,2012-04-27,-5.179999999999993,5,139.97
Low,0.09,320.64,29.2,Delivery Truck,Hotels / Hospitals,Preserved Food,Jams,Jumbo Box,Bihar,Ara,North,India,2012-04-20,2012-04-22,104.48,3,908.91
High,0.09,175.99,8.99,Regular Air,Stand Alone Restaurants,Canned Foods,Quail Eggs,Small Box,Bihar,Jahanabad,North,India,2012-04-20,2012-04-22,-19.432000000000002,11,1527.36
High,0.05,6.68,6.93,Express Air,Restaurant Chain,Processed Meat,Smoked Salmon,Small Box,Uttar Pradesh,Machhlishahr,North,India,2012-04-20,2012-04-21,-24.485999999999997,12,82.52
High,0.01,95.99,35.0,Regular Air,Restaurant Chain,Processed Meat,Fresh Water Eel,Large Box,Uttar Pradesh,Machhlishahr,North,India,2012-04-20,2012-04-22,-131.054,7,727.85
Low,0.03,8.37,10.16,Regular Air,Stand Alone Restaurants,Preserved Food,Marmalade,Large Box,West Bengal,Barasat,East,India,2012-04-20,2012-04-27,-0.36000000000000654,1,10.82
Not Specified,0.02,212.6,52.2,Delivery Truck,Restaurant Chain,Preserved Food,Jams,Jumbo Box,Punjab,Jalandhar,West,India,2012-04-21,2012-04-22,611.11,14,2931.79
Medium,0.03,8.12,2.83,Regular Air,Personel Usage,Canned Foods,Assorted Fruits,Small Pack,Uttar Pradesh,Ghaziabad,North,India,2012-04-22,2012-04-23,-31.62,3,28.11
High,0.0001,1.76,0.7,Regular Air,Personel Usage,Processed Meat,Foie Gras,Wrap Bag,Uttar Pradesh,Ghaziabad,North,India,2012-04-22,2012-04-23,-0.06000000000000005,16,30.93
High,0.01,10.23,4.68,Regular Air,Hotels / Hospitals,Processed Meat,Pacific Squid,Small Pack,Jharkhand,Lohardaga,North,India,2012-04-23,2012-04-28,-21.6384,10,106.67
High,0.1,9.78,1.39,Regular Air,Hotels / Hospitals,Processed Meat,Caviar,Small Box,Andhra Pradesh,Vizianagaram,South,India,2012-04-23,2012-04-24,-62.804,7,65.1
High,0.03,6.78,6.18,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Kerala,Kannur,South,India,2012-04-23,2012-04-25,39.816,13,94.12
Not Specified,0.07,159.31,60.0,Delivery Truck,Hotels / Hospitals,Preserved Food,Jams,Jumbo Drum,Madhya Pradesh,Jabalpur,West,India,2012-04-24,2012-04-25,74.892,3,480.26
High,0.05,6.48,6.81,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Uttar Pradesh,Ghaziabad,North,India,2012-04-25,2012-04-27,-29.06,9,64.17
Not Specified,0.01,500.98,26.0,Delivery Truck,Personel Usage,Preserved Food,Sundried Tomatoes,Jumbo Drum,Andhra Pradesh,Kakinada,South,India,2012-04-29,2012-04-30,1384.452,3,1502.79
High,0.1,8.45,7.77,Regular Air,Personel Usage,Processed Meat,Pacific Squid,Small Pack,Andhra Pradesh,Kakinada,South,India,2012-04-29,2012-04-30,-8.456,6,50.59
High,0.01,40.89,18.98,Regular Air,Restaurant Chain,Preserved Food,Marmalade,Small Box,Madhya Pradesh,Rewa,West,India,2012-05-01,2012-05-02,94.96,49,2092.92
High,0.01,40.89,18.98,Regular Air,Restaurant Chain,Preserved Food,Marmalade,Small Box,Bihar,Sheohar,North,India,2012-05-01,2012-05-02,94.96,12,512.55
Not Specified,0.02,90.98,30.0,Delivery Truck,Hotels / Hospitals,Preserved Food,Sundried Tomatoes,Jumbo Drum,Tamil Nadu,Sriperumbudur,South,India,2012-05-01,2012-05-03,23.537999999999997,11,1050.99
High,0.0001,80.97,30.06,Delivery Truck,Hotels / Hospitals,Canned Foods,Sliced Pineapple,Jumbo Box,Gujarat,Surendranagar,West,India,2012-05-01,2012-05-03,202.73,9,777.47
High,0.09,6.48,7.03,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Gujarat,Surendranagar,West,India,2012-05-01,2012-05-02,-118.55,13,80.96
High,0.1,205.99,2.5,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Box,Uttar Pradesh,Firozabad,North,India,2012-05-02,2012-05-03,823.0464000000001,15,2434.65
High,0.04,1.6,1.29,Express Air,Personel Usage,Processed Meat,Foie Gras,Wrap Bag,Uttar Pradesh,Ghaziabad,North,India,2012-05-03,2012-05-05,-8.44,38,66.26
High,0.04,65.99,8.99,Regular Air,Personel Usage,Canned Foods,Quail Eggs,Small Box,Uttar Pradesh,Ghaziabad,North,India,2012-05-03,2012-05-04,398.223,64,3596.04
High,0.02,525.98,19.99,Regular Air,Personel Usage,Processed Meat,Bacon,Small Box,Tamil Nadu,Karur,South,India,2012-05-03,2012-05-05,697.656,2,1103.09
High,0.1,16.51,2.99,Regular Air,Personel Usage,Processed Meat,Bacon,Small Box,Tamil Nadu,Karur,South,India,2012-05-03,2012-05-05,6.6147,16,248.45
Critical,0.09,5.98,3.85,Regular Air,Personel Usage,Canned Foods,Assorted Fruits,Small Pack,Tamil Nadu,Karur,South,India,2012-05-03,2012-05-05,-391.90200000000004,12,68.1
High,0.03,30.98,19.99,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Small Box,Uttar Pradesh,Lucknow,North,India,2012-05-03,2012-05-07,-95.05,18,570.2
High,0.04,1.6,1.29,Express Air,Personel Usage,Processed Meat,Foie Gras,Wrap Bag,Uttar Pradesh,Deoria,North,India,2012-05-03,2012-05-05,-8.44,9,15.69
High,0.04,65.99,8.99,Regular Air,Personel Usage,Canned Foods,Quail Eggs,Small Box,Uttar Pradesh,Deoria,North,India,2012-05-03,2012-05-04,398.223,16,899.01
High,0.04,37.7,2.99,Express Air,Personel Usage,Processed Meat,Bacon,Small Box,Madhya Pradesh,Rewa,West,India,2012-05-05,2012-05-07,63.6055,9,371.01
Not Specified,0.01,349.45,60.0,Delivery Truck,Personel Usage,Preserved Food,Jams,Jumbo Drum,Madhya Pradesh,Shahdol,West,India,2012-05-05,2012-05-07,224.8,2,599.67
Not Specified,0.1,12.22,2.85,Regular Air,Hotels / Hospitals,Preserved Food,Marmalade,Small Pack,Gujarat,Valsad,West,India,2012-05-05,2012-05-08,-570.038,3,35.38
High,0.04,5.28,5.57,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Gujarat,Valsad,West,India,2012-05-05,2012-05-06,1557.1065,20,110.7
Low,0.04,9.65,6.22,Express Air,Restaurant Chain,Preserved Food,Marmalade,Small Box,Maharashtra,Osmanabad,West,India,2012-05-06,2012-05-11,675.174,18,184.42
High,0.08,95.99,35.0,Regular Air,Hotels / Hospitals,Processed Meat,Fresh Water Eel,Large Box,Chhattisgarh,Rajnandgaon,North,India,2012-05-07,2012-05-08,1103.5223999999998,3,278.06
Critical,0.08,11.99,5.99,Express Air,Stand Alone Restaurants,Canned Foods,Sliced Pineapple,Medium Box,Uttar Pradesh,Hamirpur,North,India,2012-05-07,2012-05-08,34.63,17,207.86
High,0.03,30.73,4.0,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Box,Bihar,Jhanjharpur,North,India,2012-05-08,2012-05-10,8.765999999999998,14,431.43
High,0.02,59.78,10.29,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Telangana,Warangal,South,India,2012-05-09,2012-05-10,-10.014199999999999,9,547.29
High,0.07,243.98,62.94,Delivery Truck,Restaurant Chain,Preserved Food,Sundried Tomatoes,Jumbo Drum,Bihar,Banka,North,India,2012-05-12,2012-05-13,101.4984,17,4035.94
High,0.08,6.48,6.81,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Small Box,Uttar Pradesh,Bahraich,North,India,2012-05-12,2012-05-21,-141.26,18,113.25
High,0.09,7.68,6.16,Regular Air,Personel Usage,Processed Meat,Bacon,Small Box,Madhya Pradesh,Damoh,West,India,2012-05-14,2012-05-15,-56.1085,9,67.1
Low,0.06,218.08,18.06,Regular Air,Restaurant Chain,Preserved Food,Sundried Tomatoes,Large Box,Gujarat,Valsad,West,India,2012-05-19,2012-05-19,-93.212,2,436.51
High,0.01,15.42,10.68,Express Air,Restaurant Chain,Processed Meat,Fresh Water Eel,Small Box,Gujarat,Valsad,West,India,2012-05-19,2012-05-21,-308.06874000000005,19,319.19
High,0.0001,20.99,1.25,Regular Air,Personel Usage,Canned Foods,Quail Eggs,Small Pack,Uttar Pradesh,Kannauj,North,India,2012-05-19,2012-05-21,22.572,13,248.58
High,0.07,2.78,1.34,Regular Air,Hotels / Hospitals,Processed Meat,Foie Gras,Wrap Bag,Maharashtra,Jalna,West,India,2012-05-19,2012-05-19,-69.678,17,47.55
High,0.02,15.67,1.39,Regular Air,Restaurant Chain,Processed Meat,Caviar,Small Box,West Bengal,Asansol,East,India,2012-05-20,2012-05-21,194.54549999999998,17,281.95
Not Specified,0.07,51.65,18.45,Regular Air,Restaurant Chain,Preserved Food,Marmalade,Medium Box,West Bengal,Asansol,East,India,2012-05-20,2012-05-22,63.88,11,556.76
Not Specified,0.04,125.99,8.99,Express Air,Restaurant Chain,Canned Foods,Quail Eggs,Small Box,West Bengal,Asansol,East,India,2012-05-20,2012-05-21,-176.055,4,419.98
High,0.04,2.88,1.49,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Gujarat,Surat,West,India,2012-05-20,2012-05-22,-296.373,10,29.63
Medium,0.06,65.99,3.99,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Box,Gujarat,Surat,West,India,2012-05-20,2012-05-22,21.587999999999997,11,579.99
High,0.1,3.89,7.01,Express Air,Stand Alone Restaurants,Processed Meat,Bacon,Small Box,Maharashtra,Solapur,West,India,2012-05-20,2012-05-22,-11.4793,13,52.06
High,0.08,6.48,10.05,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Small Box,Maharashtra,Solapur,West,India,2012-05-20,2012-05-22,-26.278,4,29.98
Medium,0.02,25.38,8.99,Regular Air,Personel Usage,Preserved Food,Marmalade,Small Pack,Madhya Pradesh,Shahdol,West,India,2012-05-21,2012-05-21,90.11399999999999,5,130.6
High,0.02,21.38,8.99,Regular Air,Personel Usage,Processed Meat,Foie Gras,Small Pack,Madhya Pradesh,Shahdol,West,India,2012-05-21,2012-05-21,-19.92,7,160.63
Critical,0.01,33.98,1.99,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Pack,Rajasthan,Ganganagar,West,India,2012-05-21,2012-05-21,196.83629999999997,8,285.27
High,0.01,24.95,2.99,Regular Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Himachal Pradesh,Hamirpur,North,India,2012-05-21,2012-05-21,-14369.12358,3,81.31
High,0.06,6.88,2.0,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Wrap Bag,Jharkhand,Ranchi,North,India,2012-05-21,2012-05-23,34.05,16,111.52
Low,0.03,12.22,2.85,Regular Air,Restaurant Chain,Preserved Food,Marmalade,Small Pack,Bihar,Muzaffarpur,North,India,2012-05-24,2012-05-31,-166.236,18,223.01
High,0.02,6.48,5.84,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Small Box,Bihar,Muzaffarpur,North,India,2012-05-24,2012-05-31,-93.9862,11,72.15
High,0.05,4.49,1.49,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Andhra Pradesh,Ongole,South,India,2012-05-26,2012-05-27,-180.44599999999997,6,27.21
High,0.0001,9.71,9.45,Regular Air,Restaurant Chain,Processed Meat,Fresh Water Eel,Small Box,Orissa,Cuttack,East,India,2012-05-27,2012-05-29,-113.52,8,84.57
High,0.06,17.99,8.65,Regular Air,Restaurant Chain,Processed Meat,Foie Gras,Small Box,Karnataka,Hassan,South,India,2012-05-27,2012-05-28,-106.8,19,331.15
High,0.04,2.78,0.97,Regular Air,Restaurant Chain,Processed Meat,Foie Gras,Wrap Bag,Karnataka,Hassan,South,India,2012-05-27,2012-05-29,-2.23,8,22.15
Critical,0.06,20.99,4.81,Regular Air,Restaurant Chain,Canned Foods,Quail Eggs,Medium Box,Karnataka,Hassan,South,India,2012-05-27,2012-05-29,100.59299999999999,19,345.73
High,0.02,3.69,0.5,Express Air,Hotels / Hospitals,Processed Meat,Oysters (Clam),Small Box,Uttar Pradesh,Faizabad,North,India,2012-05-28,2012-05-30,-87.402,16,67.18
High,0.03,5.78,5.67,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Rajasthan,Jodhpur,West,India,2012-05-28,2012-05-29,17.808,14,81.48
High,0.0001,14.97,7.51,Regular Air,Hotels / Hospitals,Processed Meat,Fresh Water Eel,Small Box,Rajasthan,Jodhpur,West,India,2012-05-28,2012-05-29,20.808,5,80.53
Not Specified,0.02,136.98,24.49,Regular Air,Restaurant Chain,Preserved Food,Marmalade,Large Box,Rajasthan,Jaipur,West,India,2012-05-31,2012-06-01,71.9334,3,433.35
Critical,0.01,15.98,8.99,Express Air,Restaurant Chain,Canned Foods,Assorted Fruits,Small Pack,Maharashtra,Aurangabad,West,India,2012-05-31,2012-06-02,-125.8,10,168.37
High,0.08,12.28,6.47,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Small Box,Maharashtra,Aurangabad,West,India,2012-05-31,2012-06-02,-10.84,18,205.94
High,0.1,30.98,5.09,Express Air,Restaurant Chain,Processed Meat,Smoked Salmon,Small Box,Maharashtra,Aurangabad,West,India,2012-05-31,2012-06-02,84.53,5,148.45
High,0.08,19.98,5.97,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Rajasthan,Pali,West,India,2012-06-01,2012-06-03,6.990570000000001,10,188.04
Low,0.02,65.99,8.99,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Box,Uttar Pradesh,Agra,North,India,2012-06-02,2012-06-06,-332.5616,5,297.03
High,0.06,6.48,7.49,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Small Box,Jharkhand,Ranchi,North,India,2012-06-02,2012-06-02,-77.00800000000001,11,73.52
High,0.07,1.88,0.79,Regular Air,Stand Alone Restaurants,Processed Meat,Tuna,Wrap Bag,Jharkhand,Ranchi,North,India,2012-06-02,2012-06-04,-0.512,9,16.85
High,0.03,16.98,12.39,Regular Air,Restaurant Chain,Processed Meat,Caviar,Small Box,Uttar Pradesh,Bulandshahr,North,India,2012-06-03,2012-06-05,-18.48,1,29.19
High,0.03,225.04,11.79,Express Air,Restaurant Chain,Processed Meat,Jelly Fish,Medium Box,Uttar Pradesh,Chandauli,North,India,2012-06-03,2012-06-05,615.5559,4,892.11
Low,0.05,9.49,5.76,Regular Air,Restaurant Chain,Canned Foods,Sliced Pineapple,Medium Box,Uttar Pradesh,Chandauli,North,India,2012-06-03,2012-06-08,-35.44032,17,155.59
High,0.03,155.06,7.07,Regular Air,Restaurant Chain,Processed Meat,Fresh Water Eel,Small Box,Uttar Pradesh,Azamgarh,North,India,2012-06-05,2012-06-06,236.59199999999998,4,619.68
Not Specified,0.05,179.99,13.99,Express Air,Restaurant Chain,Canned Foods,Quail Eggs,Medium Box,Uttar Pradesh,Azamgarh,North,India,2012-06-05,2012-06-06,1937.0232,18,2807.28
High,0.1,9.85,4.82,Regular Air,Personel Usage,Processed Meat,Foie Gras,Wrap Bag,Uttar Pradesh,Ghaziabad,North,India,2012-06-06,2012-06-10,-27.15,35,318.32
High,0.05,2.98,2.03,Express Air,Personel Usage,Processed Meat,Foie Gras,Wrap Bag,Uttarakhand,Almora,North,India,2012-06-07,2012-06-11,-3.4560000000000004,2,8.11
High,0.09,9.06,9.86,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Uttarakhand,Almora,North,India,2012-06-07,2012-06-07,-190.31199999999998,19,165.42
Not Specified,0.07,28.48,1.99,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Pack,Bihar,Muzaffarpur,North,India,2012-06-08,2012-06-10,-32.9,20,561.51
High,0.07,5.68,3.6,Regular Air,Hotels / Hospitals,Processed Meat,Pacific Squid,Small Pack,West Bengal,Jhargram,East,India,2012-06-09,2012-06-11,-31.383999999999997,9,49.08
High,0.07,205.99,5.99,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Box,West Bengal,Jhargram,East,India,2012-06-09,2012-06-10,1931.148,18,2931.03
High,0.05,13.48,4.51,Regular Air,Personel Usage,Processed Meat,Fresh Water Eel,Small Box,Rajasthan,Barmer,West,India,2012-06-10,2012-06-12,1848.6119999999999,18,246.18
Low,0.05,9.77,6.02,Regular Air,Personel Usage,Preserved Food,Marmalade,Medium Box,Uttar Pradesh,Ghaziabad,North,India,2012-06-12,2012-06-19,7.0,21,204.64
Low,0.05,9.77,6.02,Regular Air,Personel Usage,Preserved Food,Marmalade,Medium Box,Uttar Pradesh,Deoria,North,India,2012-06-12,2012-06-19,8.4,5,48.72
Low,0.1,276.2,24.49,Regular Air,Hotels / Hospitals,Preserved Food,Sundried Tomatoes,Large Box,Uttar Pradesh,Sultanpur,North,India,2012-06-13,2012-06-17,-2.7853000000000003,5,1315.25
High,0.05,6.35,1.02,Express Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Wrap Bag,Uttar Pradesh,Sultanpur,North,India,2012-06-13,2012-06-18,-36.232,19,122.36
High,0.06,10.98,3.37,Regular Air,Hotels / Hospitals,Processed Meat,Pacific Squid,Small Pack,West Bengal,Jhargram,East,India,2012-06-14,2012-06-14,34.164,13,146.32
High,0.01,1.98,4.77,Regular Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Uttar Pradesh,Nagina,North,India,2012-06-15,2012-06-17,-62.164399999999986,9,21.1
High,0.08,4.98,4.72,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Small Box,Himachal Pradesh,Shimla,North,India,2012-06-16,2012-06-17,167.844,7,34.55
High,0.08,12.28,6.47,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Rajasthan,Jodhpur,West,India,2012-06-16,2012-06-25,-224.38569999999999,10,115.56
Critical,0.03,130.98,30.0,Delivery Truck,Hotels / Hospitals,Preserved Food,Sundried Tomatoes,Jumbo Drum,Tamil Nadu,Tenkasi,South,India,2012-06-17,2012-06-17,-227.248,17,2237.4
Medium,0.03,262.11,62.74,Delivery Truck,Hotels / Hospitals,Preserved Food,Jams,Jumbo Box,Bihar,Supaul,North,India,2012-06-17,2012-06-19,-231.63,2,435.73
Medium,0.09,23.99,15.68,Delivery Truck,Personel Usage,Preserved Food,Marmalade,Jumbo Drum,Uttar Pradesh,Shahjahanpur,North,India,2012-06-18,2012-06-20,138.414,4,94.47
High,0.01,90.48,19.99,Regular Air,Restaurant Chain,Processed Meat,Caviar,Small Box,Jharkhand,Godda,North,India,2012-06-20,2012-06-21,-4.284000000000001,6,556.2
High,0.1,3.69,0.5,Express Air,Restaurant Chain,Processed Meat,Oysters (Clam),Small Box,Karnataka,Gulbarga,South,India,2012-06-21,2012-06-22,-22.778,20,73.33
High,0.02,6.68,5.2,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Small Box,Karnataka,Gulbarga,South,India,2012-06-21,2012-06-23,-237.6374,14,93.86
High,0.01,16.74,5.08,Regular Air,Personel Usage,Processed Meat,Bacon,Small Box,Andhra Pradesh,Kakinada,South,India,2012-06-22,2012-06-23,-244.63600000000002,13,221.82
High,0.05,300.65,24.49,Express Air,Restaurant Chain,Processed Meat,Jelly Fish,Large Box,Haryana,Sirsa,North,India,2012-06-22,2012-06-22,-130.1363,7,2052.43
Not Specified,0.1,17.67,8.99,Regular Air,Restaurant Chain,Preserved Food,Marmalade,Small Pack,Haryana,Sirsa,North,India,2012-06-22,2012-06-23,-228.942,21,337.74
High,0.01,64.65,35.0,Regular Air,Restaurant Chain,Processed Meat,Fresh Water Eel,Large Box,Haryana,Sirsa,North,India,2012-06-22,2012-06-24,-470.078,3,212.82
Medium,0.06,22.23,8.99,Express Air,Hotels / Hospitals,Preserved Food,Marmalade,Small Pack,Maharashtra,Jalna,West,India,2012-06-22,2012-06-25,64.50299999999999,9,205.14
High,0.0001,193.17,19.99,Regular Air,Personel Usage,Processed Meat,Fresh Water Eel,Small Box,Andhra Pradesh,Kadapa,South,India,2012-06-22,2012-06-22,1975.7160000000001,19,3825.29
Medium,0.06,12.64,4.98,Regular Air,Personel Usage,Preserved Food,Marmalade,Small Pack,Andhra Pradesh,Machilipatnam,South,India,2012-06-22,2012-06-23,-14.712,1,14.49
